,gene,lr,p,ddf,p_corrected
16079,TPRG1,1.1388563335560775,0.28589411973426954,1.0,0.8071931313359766
16080,TPRG1L,3.7013000747224396,0.05437008872469056,1.0,0.5673558037580435
16081,TPRKB,0.5646480646144028,0.45239350545863277,1.0,0.8833428606786247
16082,TPRN,0.1807610133905655,0.6707200517746225,1.0,0.9311947307864451
16083,TPRX1,0.005851944910318707,0.9390229003707605,1.0,0.9897348782417775
16084,TPSAB1,0.14714567576197624,0.7012781133466529,1.0,0.9399976734686295
16085,TPSD1,0.879539505755929,0.3483278360755959,1.0,0.8376563390717152
16086,TPSG1,0.014953000423702179,0.9026753213414116,1.0,0.9832515316908331
16087,TPST1,0.040067893904733864,0.8413478925783451,1.0,0.9717513597159745
16088,TPST2,0.005792633456167096,0.9393320999337116,1.0,0.9897348782417775
16089,TPT1,4.125359278802762,0.04224504948927098,1.0,0.5362682333598832
16090,TPTE2,0.3401352703631346,0.5597511517111267,1.0,0.9052040476543796
16091,TPX2,1.5624856368472138,0.21130164607944196,1.0,0.7557791599514362
16092,TRA2A,0.423186127964982,0.5153514947101279,1.0,0.8987867333320972
16093,TRA2B,0.09504650061580833,0.7578570144404931,1.0,0.9543997100850978
16094,TRABD,0.7857168795715097,0.375398397418483,1.0,0.84945735196518
16095,TRABD2A,0.16259752864925758,0.686776208325973,1.0,0.9361234928618899
16096,TRABD2B,0.7257166861509177,0.39427511043340757,1.0,0.8584099638131554
16097,TRADD,4.142252781668958,0.041825471887090675,1.0,0.5362682333598832
16098,TRAF1,0.00378019519166628,0.9509743203057291,1.0,0.9925225932871092
16099,TRAF2,1.6558350052384867,0.19816661265673743,1.0,0.743998299224573
16100,TRAF3,0.09788891155244528,0.7543778829937358,1.0,0.9529515561046035
16101,TRAF3IP1,2.8972222582187896,0.0887323378974812,1.0,0.628918646900106
16102,TRAF3IP2,0.269524638399389,0.6036508271976344,1.0,0.9174906069874438
16103,TRAF3IP3,1.2467685465774139,0.2641705660274897,1.0,0.7946975441542811
16104,TRAF4,6.955554260853432,0.008355940813617305,1.0,0.339653980943807
16105,TRAF5,0.33711694553494453,0.5614981217644006,1.0,0.906206229389358
16106,TRAF6,0.23685578276763408,0.6264863145585429,1.0,0.9228021309910377
16107,TRAF7,0.0956388499591867,0.7571273192729937,1.0,0.9543801795068312
16108,TRAFD1,0.3087165691381415,0.5784688196373554,1.0,0.9094026700046802
16109,TRAIP,7.144073449050666,0.007521212293648629,1.0,0.32751293630778017
16110,TRAK1,0.2932800008134109,0.5881262550749415,1.0,0.9121551582508622
16111,TRAK2,0.22365137651695477,0.6362717263636177,1.0,0.9268272543476355
16112,TRAM1,4.973661723199029,0.025736107093731787,1.0,0.4699743805334534
16113,TRAM1L1,0.071150095308667,0.7896695447481575,1.0,0.9604261874867109
16114,TRAM2,0.6323444511178877,0.426496655757296,1.0,0.8713077124756519
16115,TRANK1,1.850910400437897,0.17367754651843412,1.0,0.7230328825224002
16116,TRAP1,0.13062884822556953,0.7177809165816607,1.0,0.9450490222754029
16117,TRAPPC1,0.003100976867472127,0.9555916215973459,1.0,0.9938043274242593
16118,TRAPPC10,9.36026164221903,0.002217404908384015,1.0,0.2333516923035962
16119,TRAPPC11,0.23084504273629136,0.6308979487763247,1.0,0.9239037886790671
16120,TRAPPC12,2.5350098072649416,0.11134619470336286,1.0,0.6659441050863747
16121,TRAPPC13,1.7887401478656102,0.181079738736213,1.0,0.7296896603155172
16122,TRAPPC14,0.09453432975078613,0.7584899502513043,1.0,0.9543997100850978
16123,TRAPPC2L,1.0973117571554667,0.29485681903842764,1.0,0.8115548078248567
16124,TRAPPC3,0.41373248651643735,0.5200810962778368,1.0,0.9000769863940072
16125,TRAPPC3L,4.558784909542965,0.032750301096198725,1.0,0.50162283983916
16126,TRAPPC4,0.10419350113079417,0.7468541495120895,1.0,0.951260273389853
16127,TRAPPC5,1.3008647064816614,0.2540553354254931,1.0,0.7877307667005626
16128,TRAPPC6A,1.260004058590539,0.2616503223538903,1.0,0.7944502812144391
16129,TRAPPC6B,0.43606457577106994,0.5090280588588264,1.0,0.8966338991547133
16130,TRAPPC8,0.3517122971416029,0.5531454370256805,1.0,0.9050959920142491
16131,TRAPPC9,1.4383368374142265,0.23040866599561932,1.0,0.7684794098598977
16132,TRARG1,0.335963648222787,0.5621683986038475,1.0,0.906421342446987
16133,TRAT1,0.021355908539817392,0.8838135466907028,1.0,0.9809135206930527
16134,TRDMT1,0.08393417577781292,0.7720350793626274,1.0,0.9555971061769865
16135,TRDN,0.6486340902893062,0.4206014515815354,1.0,0.867962834495944
16136,TREM1,2.0368250004432866,0.15352980997891533,1.0,0.707936979116645
16137,TREM2,0.007075017359738922,0.9329664914528956,1.0,0.9892207960419593
16138,TREML1,1.212639462418565,0.27081001243143143,1.0,0.7960458319942267
16139,TREML2,1.3846521504124212,0.23931030362625577,1.0,0.7781241996536863
16140,TREML4,2.1584672994199536,0.1417860566192671,1.0,0.6997788700662579
16141,TRERF1,0.01840331749917823,0.8920909975761774,1.0,0.9815119000372085
16142,TREX1,0.39365544685415443,0.5303841749854211,1.0,0.9026982995585634
